Year,Colony,Unique ID,Clutch No.,No. eggs,No. Chicks,No. Fledglings
2012,Antechamber Bay,1136,1,2,2,1
2012,Antechamber Bay,1137,1,2,2,
2012,Antechamber Bay,1138,1,2,0,0
2012,Antechamber Bay,1139,1,1,1,0
2012,Antechamber Bay,1139,1,2,1,
2012,Antechamber Bay,1140,1,2,2,
2012,Antechamber Bay,1141,1,2,0,0
2012,Antechamber Bay,1142,1,2,0,0
2012,Antechamber Bay,1143,1,2,0,0
2012,Antechamber Bay,1144,1,2,0,0
2012,Antechamber Bay,1145,1,2,2,2
2012,Antechamber Bay,1146,1,2,0,0
2012,Antechamber Bay,1147,1,2,2,2
2012,Antechamber Bay,1148,1,2,2,2
2012,Antechamber Bay,1149,1,1,1,1
2012,Antechamber Bay,1150,1,1,1,0
2012,Antechamber Bay,1151,1,2,2,2
2012,Antechamber Bay,1152,1,2,2,2
2012,Antechamber Bay,1153,1,2,2,2
2012,Antechamber Bay,1154,1,2,0,0
2012,Antechamber Bay,1155,1,2,2,
2012,Antechamber Bay,1156,1,2,0,0
2012,Antechamber Bay,1157,1,1,1,1
2012,Antechamber Bay,1158,1,2,0,0
2012,Antechamber Bay,1159,1,2,2,0
2012,Antechamber Bay,1160,1,2,0,0
2012,Antechamber Bay,1161,1,2,2,0
2012,Antechamber Bay,1162,1,2,2,0
2012,Antechamber Bay,1163,1,2,2,2
2012,Antechamber Bay,1164,1,2,1,
2013,Antechamber Bay,720,1,2,2,1
2013,Antechamber Bay,721,1,1,1,
2013,Antechamber Bay,722,1,2,2,2
2013,Antechamber Bay,723,1,2,2,2
2013,Antechamber Bay,724,1,2,1,1
2013,Antechamber Bay,725,1,2,,
2013,Antechamber Bay,779,1,2,1,
2013,Antechamber Bay,780,1,2,2,0
2013,Antechamber Bay,781,1,2,2,0
2013,Antechamber Bay,782,1,2,0,0
2013,Antechamber Bay,783,1,1,0,0
2013,Antechamber Bay,784,1,2,1,0
2013,Antechamber Bay,785,1,2,2,
2013,Antechamber Bay,786,1,1,0,0
2013,Antechamber Bay,787,1,1,0,0
2014,Antechamber Bay,718,1,2,2,2
2014,Antechamber Bay,719,1,2,2,1
2014,Antechamber Bay,722,1,2,2,2
2014,Antechamber Bay,726,1,2,2,2
2014,Antechamber Bay,727,1,1,,
2014,Antechamber Bay,728,1,2,2,2
2014,Antechamber Bay,729,1,2,1,0
2014,Antechamber Bay,730,1,2,0,0
2014,Antechamber Bay,731,1,1,0,0
2015,Antechamber Bay,718,1,2,0,0
2015,Antechamber Bay,718,1,2,2,
2015,Antechamber Bay,722,1,2,1,0
2015,Antechamber Bay,732,1,2,1,0
2015,Antechamber Bay,733,1,2,2,2
2016,Antechamber Bay,718,1,2,1,1
2016,Antechamber Bay,719,1,2,1,
2008,Brownlow,1658,1,2,2,2
2008,Brownlow,1659,1,1,1,0
2008,Brownlow,1660,1,2,1,1
2008,Brownlow,1661,1,1,0,0
2008,Brownlow,1662,1,2,2,1
2008,Brownlow,1663,1,1,1,0
2008,Brownlow,1664,1,1,1,0
2008,Brownlow,1665,1,2,2,2
2008,Brownlow,1665,2,2,2,2
2008,Brownlow,1666,1,1,1,0
2008,Brownlow,1667,1,2,2,1
2008,Brownlow,1668,1,2,2,2
2008,Brownlow,1669,1,2,2,2
2008,Brownlow,1670,1,2,2,1
2008,Brownlow,1671,1,2,2,2
2008,Brownlow,1672,1,2,2,1
2008,Brownlow,1672,2,2,2,2
2008,Brownlow,1673,1,2,2,1
2008,Brownlow,1673,2,2,2,2
2008,Brownlow,1674,1,2,2,0
2009,Brownlow,1660,2,1,1,0
2009,Brownlow,1660,1,1,1,1
2009,Brownlow,1662,1,1,1,0
2009,Brownlow,1663,1,2,2,2
2009,Brownlow,1664,1,1,1,0
2009,Brownlow,1665,1,2,1,1
2009,Brownlow,1666,1,2,1,0
2009,Brownlow,1667,1,2,1,1
2009,Brownlow,1668,1,2,2,2
2009,Brownlow,1671,1,2,2,2
2009,Brownlow,1673,1,2,2,0
2009,Brownlow,1675,1,2,1,1
2009,Brownlow,1676,1,2,1,1
2009,Brownlow,1658,1,2,2,2
2010,Brownlow,1658,1,2,2,2
2010,Brownlow,1658,2,2,2,2
2010,Brownlow,1662,2,2,1,0
2010,Brownlow,1662,1,2,1,1
2010,Brownlow,1665,1,2,2,2
2010,Brownlow,1668,1,2,2,1
2010,Brownlow,1671,1,2,2,2
2010,Brownlow,1672,1,2,2,0
2010,Brownlow,1672,2,2,1,1
2010,Brownlow,1674,1,2,2,2
2010,Brownlow,1675,1,1,1,1
2010,Brownlow,1677,1,2,2,0
2010,Brownlow,1678,1,2,2,1
2011,Brownlow,1658,1,2,2,2
2011,Brownlow,1662,1,1,1,1
2011,Brownlow,1663,1,1,1,1
2011,Brownlow,1665,1,1,1,1
2011,Brownlow,1667,1,1,1,0
2011,Brownlow,1667,2,2,2,2
2011,Brownlow,1668,1,1,0,0
2011,Brownlow,1673,1,2,2,2
2011,Brownlow,1674,1,2,2,2
2011,Brownlow,1675,1,2,2,2
2011,Brownlow,1677,1,1,1,0
2011,Brownlow,1679,1,2,2,2
2012,Brownlow,1662,1,1,1,0
2012,Brownlow,1663,1,2,2,0
2012,Brownlow,1663,2,2,2,0
2012,Brownlow,1665,1,1,1,1
2012,Brownlow,1666,1,1,1,0
2012,Brownlow,1678,1,2,2,2
2012,Brownlow,1679,1,2,2,2
2012,Brownlow,1680,1,1,1,0
2012,Emu Bay,1165,1,2,2,0
2012,Emu Bay,1165,2,2,2,
2012,Emu Bay,1166,1,2,0,0
2012,Emu Bay,1167,1,2,2,
2012,Emu Bay,1168,1,2,2,2
2012,Emu Bay,1169,1,2,2,2
2012,Emu Bay,1170,1,2,2,2
2012,Emu Bay,1171,1,2,2,
2012,Emu Bay,1172,1,2,0,0
2012,Emu Bay,1173,1,2,2,2
2012,Emu Bay,1174,1,2,2,0
2012,Emu Bay,1174,2,2,,
2012,Emu Bay,1175,1,2,0,0
2012,Emu Bay,1176,1,2,,
2012,Emu Bay,1177,1,2,1,
2012,Emu Bay,1178,1,2,2,
2012,Emu Bay,1179,1,2,2,2
2012,Emu Bay,1180,1,2,2,1
2012,Emu Bay,1181,1,2,2,
2012,Emu Bay,1182,1,2,1,0
2012,Emu Bay,1183,1,2,2,2
2012,Emu Bay,1184,1,2,2,0
2012,Emu Bay,1185,1,2,2,2
2012,Emu Bay,1186,1,2,2,0
2012,Emu Bay,1187,1,2,2,0
2012,Emu Bay,1188,1,2,0,0
2012,Emu Bay,1189,1,2,2,0
2012,Emu Bay,1189,2,2,,
2012,Emu Bay,1190,1,2,2,
2013,Emu Bay,734,1,2,1,
2013,Emu Bay,735,1,2,0,0
2013,Emu Bay,735,2,2,2,0
2013,Emu Bay,736,1,2,0,0
2013,Emu Bay,736,2,2,2,0
2013,Emu Bay,737,1,2,2,2
2013,Emu Bay,738,1,2,2,2
2013,Emu Bay,739,1,2,2,
2013,Emu Bay,740,1,2,2,2
2013,Emu Bay,740,2,2,,
2013,Emu Bay,741,1,1,1,1
2013,Emu Bay,742,1,2,1,
2013,Emu Bay,743,1,2,2,1
2013,Emu Bay,744,1,2,1,0
2013,Emu Bay,744,2,1,,
2013,Emu Bay,745,1,1,1,1
2013,Emu Bay,745,2,2,2,1
2013,Emu Bay,747,1,1,1,1
2013,Emu Bay,748,1,1,0,0
2013,Emu Bay,749,1,2,2,
2013,Emu Bay,750,1,2,2,2
2013,Emu Bay,751,1,2,2,0
2013,Emu Bay,752,1,2,,
2014,Emu Bay,735,1,2,2,2
2014,Emu Bay,738,2,2,0,0
2014,Emu Bay,738,1,2,2,2
2014,Emu Bay,740,1,2,2,0
2014,Emu Bay,740,2,2,1,1
2014,Emu Bay,743,1,2,1,0
2014,Emu Bay,744,1,2,0,0
2014,Emu Bay,745,1,2,1,0
2014,Emu Bay,745,2,2,2,2
2014,Emu Bay,753,1,2,0,0
2014,Emu Bay,753,2,2,,
2014,Emu Bay,754,1,2,0,0
2014,Emu Bay,755,1,2,1,0
2014,Emu Bay,756,1,2,0,0
2014,Emu Bay,757,1,2,1,0
2014,Emu Bay,758,1,2,1,0
2014,Emu Bay,759,1,2,1,1
2014,Emu Bay,760,1,2,0,0
2014,Emu Bay,761,1,2,0,0
2014,Emu Bay,762,1,2,2,2
2015,Emu Bay,735,1,2,0,0
2015,Emu Bay,744,1,2,2,
2015,Emu Bay,745,1,2,2,
2015,Emu Bay,755,1,2,2,1
2015,Emu Bay,758,1,2,1,
2015,Emu Bay,762,1,2,1,1
2015,Emu Bay,763,1,2,2,0
2015,Emu Bay,764,1,2,0,0
2015,Emu Bay,765,1,2,1,0
2015,Emu Bay,765,2,2,2,1
2015,Emu Bay,766,1,2,0,0
2015,Emu Bay,767,1,2,2,0
2015,Emu Bay,768,1,2,2,0
2015,Emu Bay,768,2,2,2,
2015,Emu Bay,769,1,2,1,1
2015,Emu Bay,770,1,2,2,0
2015,Emu Bay,771,1,2,0,0
2015,Emu Bay,772,1,2,2,0
2015,Emu Bay,773,1,2,2,
2015,Emu Bay,774,1,2,2,0
2015,Emu Bay,775,1,2,2,0
2015,Emu Bay,776,1,2,1,1
2016,Emu Bay,735,1,2,1,
2016,Emu Bay,737,1,2,,
2016,Emu Bay,745,1,2,2,2
2016,Emu Bay,755,1,2,2,0
2016,Emu Bay,758,1,2,2,2
2016,Emu Bay,759,1,2,2,2
2016,Emu Bay,763,1,2,2,
2016,Emu Bay,768,1,2,,
2016,Emu Bay,769,1,2,2,2
2016,Emu Bay,771,1,2,,
2016,Emu Bay,776,1,2,2,
2016,Emu Bay,777,1,2,2,2
2016,Emu Bay,778,1,2,,
1990,Granite Island,251,1,,1,0
1990,Granite Island,252,1,1,0,0
1990,Granite Island,252,2,1,0,0
1990,Granite Island,253,1,1,0,0
1990,Granite Island,253,2,1,0,0
1990,Granite Island,254,1,2,2,1
1990,Granite Island,255,1,,1,0
1990,Granite Island,256,1,2,0,0
1990,Granite Island,257,1,2,2,2
1990,Granite Island,258,1,2,2,0
1990,Granite Island,259,1,2,2,0
1990,Granite Island,260,1,1,0,0
1990,Granite Island,261,1,1,0,0
1990,Granite Island,262,1,2,2,2
1990,Granite Island,263,1,2,2,2
1990,Granite Island,264,1,,1,1
1990,Granite Island,265,1,2,2,2
1990,Granite Island,266,1,2,0,0
1990,Granite Island,267,1,,1,1
1990,Granite Island,268,1,,1,1
1990,Granite Island,269,1,2,2,0
1990,Granite Island,270,1,,2,2
1990,Granite Island,271,1,2,0,0
1990,Granite Island,272,1,2,2,2
1990,Granite Island,273,1,,0,0
1990,Granite Island,274,1,2,0,0
1990,Granite Island,275,1,2,2,2
1990,Granite Island,277,1,2,2,0
1990,Granite Island,278,1,,1,0
1990,Granite Island,279,1,2,0,0
1990,Granite Island,583,1,,1,0
1990,Granite Island,584,1,2,0,0
1990,Granite Island,585,1,,1,1
1990,Granite Island,586,1,2,0,0
1990,Granite Island,587,1,,1,0
1990,Granite Island,588,1,,1,1
1990,Granite Island,589,1,,1,1
1990,Granite Island,590,1,2,0,0
1990,Granite Island,591,1,2,0,0
1990,Granite Island,592,1,,1,0
1990,Granite Island,593,1,,1,0
1990,Granite Island,594,1,2,2,2
1990,Granite Island,595,1,2,0,0
1990,Granite Island,596,1,,1,1
1990,Granite Island,597,1,2,2,2
1990,Granite Island,598,1,2,1,1
1990,Granite Island,599,1,,1,1
1990,Granite Island,600,1,,1,1
1990,Granite Island,601,1,2,0,0
1990,Granite Island,602,1,2,2,2
1990,Granite Island,603,1,2,0,0
1990,Granite Island,604,1,,1,1
1990,Granite Island,605,1,,0,0
1990,Granite Island,606,1,1,0,0
1990,Granite Island,607,1,,1,1
1990,Granite Island,608,1,1,0,0
1990,Granite Island,609,1,1,0,0
1990,Granite Island,610,1,2,0,0
1990,Granite Island,611,1,2,0,0
1990,Granite Island,612,1,2,0,0
1990,Granite Island,613,1,2,0,0
1991,Granite Island,291,1,2,0,0
1991,Granite Island,291,2,2,2,0
1991,Granite Island,292,1,2,0,0
1991,Granite Island,293,1,2,1,0
1991,Granite Island,293,2,2,1,0
1991,Granite Island,294,1,1,1,0
1991,Granite Island,294,2,1,1,1
1991,Granite Island,295,1,2,1,0
1991,Granite Island,295,2,2,2,0
1991,Granite Island,296,1,1,1,0
1991,Granite Island,297,1,2,2,2
1991,Granite Island,298,1,2,1,0
1991,Granite Island,298,2,2,2,0
1991,Granite Island,299,1,2,2,0
1991,Granite Island,300,1,1,0,0
1991,Granite Island,301,1,1,0,0
1991,Granite Island,302,1,2,1,0
1991,Granite Island,302,2,2,2,0
1991,Granite Island,303,1,2,2,1
1991,Granite Island,304,1,1,0,0
1991,Granite Island,304,2,1,1,1
1991,Granite Island,305,1,1,1,0
1991,Granite Island,305,2,2,2,0
1991,Granite Island,306,1,1,0,0
1991,Granite Island,307,1,2,1,1
1991,Granite Island,308,1,2,2,0
1991,Granite Island,308,2,2,2,1
1991,Granite Island,309,1,2,2,0
1991,Granite Island,309,2,1,1,0
1991,Granite Island,309,3,1,1,0
1991,Granite Island,310,1,2,2,2
1991,Granite Island,311,1,1,0,0
1991,Granite Island,312,1,2,2,2
1991,Granite Island,313,1,2,0,0
1991,Granite Island,314,1,1,0,0
1991,Granite Island,315,1,2,2,2
1991,Granite Island,316,1,2,0,0
1991,Granite Island,316,2,2,2,0
1991,Granite Island,623,1,2,1,0
1991,Granite Island,624,1,2,0,0
1991,Granite Island,625,1,2,0,0
1991,Granite Island,626,1,2,0,0
1991,Granite Island,626,2,2,2,1
1991,Granite Island,627,1,2,1,0
1991,Granite Island,628,1,2,0,0
1991,Granite Island,628,2,2,2,0
1991,Granite Island,629,1,2,2,1
1991,Granite Island,630,1,2,0,0
1991,Granite Island,631,1,2,0,0
1991,Granite Island,632,1,2,0,0
1991,Granite Island,633,1,2,0,0
1991,Granite Island,634,1,2,2,0
1991,Granite Island,635,1,2,2,0
1991,Granite Island,636,1,2,2,1
1991,Granite Island,637,1,2,2,1
1991,Granite Island,638,1,2,0,0
1991,Granite Island,639,1,2,0,0
1991,Granite Island,639,1,2,1,1
1991,Granite Island,640,1,2,1,1
1991,Granite Island,641,1,2,0,0
1991,Granite Island,641,2,2,0,0
1991,Granite Island,642,1,2,2,1
1991,Granite Island,643,1,1,0,0
1991,Granite Island,644,1,1,0,0
1991,Granite Island,645,1,2,0,0
1991,Granite Island,646,1,1,0,0
1991,Granite Island,646,2,1,0,0
1991,Granite Island,647,1,2,2,1
1991,Granite Island,648,1,2,0,0
1991,Granite Island,648,2,1,0,0
1991,Granite Island,649,1,2,0,0
1991,Granite Island,649,2,2,2,0
1991,Granite Island,650,1,2,0,0
1991,Granite Island,650,2,2,2,0
1991,Granite Island,651,1,2,2,0
1991,Granite Island,652,1,2,0,0
1991,Granite Island,652,2,2,0,0
1991,Granite Island,653,1,1,0,0
1991,Granite Island,653,2,2,0,0
1991,Granite Island,654,1,2,1,0
1991,Granite Island,654,2,2,0,0
1991,Granite Island,655,1,2,1,0
1991,Granite Island,655,2,2,2,0
1991,Granite Island,656,1,2,1,0
1991,Granite Island,841,1,1,0,0
1991,Granite Island,842,1,1,0,0
1991,Granite Island,843,1,2,2,0
1991,Granite Island,844,1,2,2,2
1991,Granite Island,845,1,1,0,0
1991,Granite Island,846,1,2,2,0
1991,Granite Island,847,1,1,0,0
1991,Granite Island,848,1,1,1,1
1991,Granite Island,849,1,2,2,2
1991,Granite Island,850,1,1,0,0
1991,Granite Island,851,1,1,0,0
1991,Granite Island,852,1,1,1,1
1991,Granite Island,853,1,2,2,2
1991,Granite Island,854,1,1,0,0
1991,Granite Island,855,1,1,1,1
1991,Granite Island,856,1,1,0,0
1991,Granite Island,857,1,1,0,0
1991,Granite Island,858,1,1,0,0
1991,Granite Island,859,1,1,0,0
1991,Granite Island,860,1,2,2,1
1991,Granite Island,861,1,2,2,2
1991,Granite Island,862,1,2,2,2
1991,Granite Island,863,1,2,2,1
1991,Granite Island,864,1,1,0,0
1991,Granite Island,865,1,2,0,0
1991,Granite Island,865,2,2,2,1
1991,Granite Island,866,2,1,0,0
1991,Granite Island,866,1,2,2,1
1991,Granite Island,867,2,1,0,0
1991,Granite Island,867,1,2,2,1
1995,Granite Island,331,1,2,2,1
1995,Granite Island,331,2,2,2,2
1995,Granite Island,332,2,1,1,0
1995,Granite Island,332,1,1,1,1
1995,Granite Island,333,1,2,2,1
1995,Granite Island,333,2,2,2,2
1995,Granite Island,334,1,2,2,1
1995,Granite Island,335,1,1,0,0
1995,Granite Island,336,1,1,1,1
1995,Granite Island,337,1,1,1,0
1995,Granite Island,337,2,1,1,0
1995,Granite Island,338,1,1,1,0
1995,Granite Island,338,2,1,1,0
1995,Granite Island,339,1,2,2,1
1995,Granite Island,340,1,2,2,0
1995,Granite Island,340,2,1,0,0
1995,Granite Island,341,1,2,2,2
1995,Granite Island,341,2,2,2,2
1995,Granite Island,342,1,2,2,0
1995,Granite Island,342,2,2,2,0
1995,Granite Island,343,1,2,2,0
1995,Granite Island,344,2,2,0,0
1995,Granite Island,344,1,2,2,2
1995,Granite Island,345,1,2,1,0
1995,Granite Island,345,2,1,0,0
1995,Granite Island,346,2,2,0,0
1995,Granite Island,346,1,2,1,1
1995,Granite Island,347,1,2,2,1
1995,Granite Island,347,2,1,1,1
1995,Granite Island,663,1,2,1,1
1995,Granite Island,663,1,2,1,1
1995,Granite Island,664,1,2,2,0
1995,Granite Island,665,1,1,1,1
1995,Granite Island,665,2,1,1,1
1995,Granite Island,666,1,2,2,1
1995,Granite Island,667,1,2,2,0
1995,Granite Island,668,1,2,1,1
1995,Granite Island,669,1,2,2,1
1995,Granite Island,670,1,2,2,1
1995,Granite Island,671,1,1,1,0
1995,Granite Island,671,2,1,1,0
1995,Granite Island,672,1,2,2,0
1995,Granite Island,672,2,1,0,0
1995,Granite Island,673,1,2,2,2
1995,Granite Island,674,1,2,2,1
1995,Granite Island,675,1,2,2,0
1995,Granite Island,676,1,2,1,1
1995,Granite Island,676,2,2,1,1
1995,Granite Island,677,1,2,1,1
1995,Granite Island,678,1,2,1,2
1995,Granite Island,679,1,2,1,1
1995,Granite Island,679,1,1,1,1
1995,Granite Island,680,1,2,0,0
1995,Granite Island,681,1,1,0,0
1995,Granite Island,681,2,1,0,0
1995,Granite Island,690,1,1,0,0
1995,Granite Island,690,2,1,0,0
1995,Granite Island,691,1,2,0,0
1995,Granite Island,692,1,2,0,0
1995,Granite Island,693,1,2,0,0
1996,Granite Island,358,2,2,1,0
1996,Granite Island,358,3,1,0,0
1996,Granite Island,358,1,2,1,2
1996,Granite Island,359,1,1,0,0
1996,Granite Island,359,2,2,0,0
1996,Granite Island,359,3,2,2,0
1996,Granite Island,360,1,1,0,0
1996,Granite Island,360,2,1,0,0
1996,Granite Island,361,1,1,1,1
1996,Granite Island,361,2,1,1,1
1996,Granite Island,362,1,2,2,0
1996,Granite Island,362,2,2,2,0
1996,Granite Island,363,1,2,2,0
1996,Granite Island,363,2,2,2,2
1996,Granite Island,364,1,1,0,0
1996,Granite Island,364,2,1,0,0
1996,Granite Island,364,3,2,2,1
1996,Granite Island,365,1,1,0,0
1996,Granite Island,365,3,2,2,0
1996,Granite Island,365,2,2,2,1
1996,Granite Island,366,1,2,2,0
1996,Granite Island,366,2,2,2,0
1996,Granite Island,367,2,2,2,0
1996,Granite Island,367,1,2,2,2
1996,Granite Island,368,2,2,1,0
1996,Granite Island,368,1,2,1,1
1996,Granite Island,369,2,1,0,0
1996,Granite Island,369,3,1,0,0
1996,Granite Island,369,1,2,2,2
1996,Granite Island,370,1,2,2,0
1996,Granite Island,370,3,2,0,0
1996,Granite Island,371,3,2,2,0
1996,Granite Island,371,1,2,2,2
1996,Granite Island,371,2,2,2,1
1996,Granite Island,372,1,1,0,0
1996,Granite Island,372,2,2,0,0
1996,Granite Island,372,3,1,0,0
1996,Granite Island,373,1,2,0,0
1996,Granite Island,373,2,2,1,0
1996,Granite Island,373,3,2,1,0
1996,Granite Island,374,1,1,0,0
1996,Granite Island,374,2,1,0,0
1996,Granite Island,375,1,1,0,0
1996,Granite Island,375,2,1,0,0
1996,Granite Island,376,2,1,0,0
1996,Granite Island,376,1,1,1,1
1996,Granite Island,377,1,2,1,1
1996,Granite Island,377,2,2,1,1
1996,Granite Island,694,1,2,1,0
1996,Granite Island,694,2,2,0,0
1996,Granite Island,695,2,2,0,0
1996,Granite Island,695,1,1,1,1
1996,Granite Island,695,3,2,2,2
1996,Granite Island,696,1,2,0,0
1996,Granite Island,696,2,2,0,0
1996,Granite Island,697,1,1,1,0
1996,Granite Island,697,2,2,0,0
1996,Granite Island,697,3,2,2,0
1996,Granite Island,698,1,2,0,0
1996,Granite Island,698,2,2,1,0
1996,Granite Island,699,1,1,0,0
1996,Granite Island,699,2,2,1,0
1996,Granite Island,699,3,2,0,0
1996,Granite Island,700,1,1,0,0
1996,Granite Island,700,2,2,2,2
1996,Granite Island,700,3,2,1,1
